gravity  Non-wakeup,QTI,2025-03-06_18-50-19.416_TGW
imuTimestamp,accuracy(more=better),grav_x[m/s^2],grav_y[m/s^2],grav_z[m/s^2]
801753208,3,0.10827735,-9.804065,0.19742858
801753218,3,0.10814548,-9.804067,0.19744033
801753228,3,0.10820207,-9.804065,0.19747259
801753238,3,0.10828755,-9.804064,0.19751622
801753248,3,0.108500324,-9.804059,0.19756031
801753258,3,0.10843956,-9.804059,0.19755581
801753268,3,0.10829034,-9.804061,0.19760473
801753278,3,0.10823388,-9.804058,0.1977443
801753288,3,0.10811915,-9.804063,0.19764204
801753299,3,0.10806616,-9.804059,0.19780648
801753309,3,0.10814324,-9.804058,0.19781378
801753319,3,0.10787536,-9.804059,0.19791235
801753329,3,0.10797817,-9.804059,0.1978642
801753339,3,0.10805971,-9.804057,0.19791402
801753349,3,0.10787515,-9.804066,0.19763939
801753360,3,0.10796473,-9.804064,0.19760124
801753370,3,0.107998684,-9.804062,0.19772406
801753380,3,0.1079605,-9.804059,0.19792005
801753390,3,0.1079522,-9.804054,0.19806446
801753400,3,0.10807791,-9.804054,0.1980464
801753410,3,0.10802969,-9.804054,0.19802342
801753420,3,0.108116925,-9.804051,0.19819406
801753430,3,0.10807225,-9.804052,0.19817066
801753440,3,0.10778267,-9.804053,0.19822188
801753450,3,0.107593596,-9.804054,0.19831605
801753460,3,0.10765664,-9.80405,0.19843797
801753470,3,0.10772224,-9.804047,0.19865339
801753480,3,0.10767098,-9.804046,0.19867928
801753490,3,0.10760944,-9.804047,0.19869894
801753500,3,0.10783548,-9.804046,0.19866388
801753510,3,0.10798498,-9.804046,0.19854026
801753520,3,0.10806319,-9.804046,0.19847462
801753531,3,0.10802481,-9.804047,0.19843575
801753541,3,0.10803785,-9.804046,0.19851026
801753551,3,0.10815825,-9.804044,0.19851495
801753561,3,0.10813421,-9.804044,0.19855922
801753571,3,0.10806535,-9.804044,0.19855039
801753581,3,0.10812253,-9.804042,0.19864257
801753591,3,0.10825036,-9.804038,0.19876829
801753601,3,0.10828434,-9.804037,0.19881026
801753611,3,0.108323745,-9.804036,0.19881637
801753621,3,0.10828553,-9.804034,0.19890767
801753631,3,0.108428605,-9.8040285,0.19912615
801753641,3,0.108487055,-9.804028,0.19915958
801753651,3,0.10869967,-9.804022,0.19928604
801753661,3,0.108650364,-9.804022,0.1993536
801753671,3,0.10875047,-9.804021,0.19933382
801753681,3,0.108673416,-9.804022,0.19932273
801753691,3,0.108629785,-9.804016,0.19958375
801753701,3,0.10875384,-9.804014,0.19967355
801753712,3,0.10866072,-9.804016,0.19964615
801753722,3,0.10868256,-9.804018,0.19951713
801753732,3,0.10860439,-9.80402,0.1994618
801753742,3,0.10850988,-9.804022,0.19939125
801753752,3,0.10845279,-9.80402,0.19954777
801753762,3,0.10846437,-9.804018,0.19962485
801753772,3,0.10854824,-9.804016,0.19968891
801753782,3,0.108733095,-9.804012,0.19976355
801753792,3,0.108853474,-9.8040085,0.19989476
801753802,3,0.10880881,-9.804008,0.19991629
801753812,3,0.108927965,-9.804005,0.20006283
801753822,3,0.109011166,-9.804007,0.19991317
801753832,3,0.10897224,-9.804006,0.199953
801753842,3,0.10910566,-9.804,0.2001855
801753852,3,0.10918575,-9.803996,0.20032805
801753862,3,0.109156705,-9.803996,0.20035914
801753872,3,0.10922728,-9.803997,0.20025972
801753882,3,0.10922486,-9.803998,0.20020673
801753892,3,0.10937692,-9.803993,0.20034996
801753902,3,0.109576106,-9.803992,0.20030181
801753912,3,0.10956215,-9.803994,0.20024863
801753922,3,0.10948611,-9.803994,0.20025258
801753932,3,0.10963941,-9.803992,0.2002395
801753942,3,0.10938609,-9.803996,0.20019065
801753952,3,0.10946877,-9.803995,0.20021336
801753962,3,0.10950107,-9.803991,0.20035607
801753972,3,0.10935882,-9.803997,0.20015934
801753982,3,0.10944138,-9.803995,0.20021184
801753992,3,0.10938969,-9.803994,0.20032303
801754002,3,0.10949174,-9.803989,0.20050108
801754012,3,0.10970571,-9.803984,0.20065661
801754022,3,0.109764256,-9.803984,0.20061666
801754032,3,0.10975968,-9.803983,0.20063873
801754042,3,0.10969627,-9.803981,0.20078471
801754052,3,0.10953943,-9.80398,0.20090055
801754062,3,0.109423704,-9.803982,0.20088825
801754072,3,0.10933536,-9.803982,0.20092268
801754083,3,0.10921853,-9.803977,0.20125088
801754093,3,0.109135106,-9.803975,0.20133516
801754103,3,0.10909863,-9.803973,0.20148496
801754113,3,0.10890621,-9.803976,0.20145501
801754123,3,0.108945034,-9.803979,0.2013157
801754133,3,0.109230526,-9.803975,0.20129006
801754143,3,0.10918695,-9.803975,0.2013564
801754153,3,0.10928061,-9.803972,0.20144175
801754163,3,0.1091531,-9.803972,0.20149098
801754173,3,0.10915291,-9.80397,0.20159413
801754183,3,0.10923251,-9.803967,0.2016722
801754193,3,0.10916125,-9.80397,0.20160311
801754203,3,0.10905864,-9.803968,0.20172276
801754213,3,0.10909759,-9.803965,0.20188761
801754223,3,0.10899797,-9.803966,0.20190154
801754233,3,0.10903402,-9.803962,0.2020659
801754243,3,0.10903526,-9.803957,0.20229284
801754253,3,0.10903036,-9.803957,0.20232007
801754264,3,0.10895222,-9.803956,0.20236342
801754274,3,0.108935796,-9.803957,0.2023424
801754284,3,0.108925655,-9.803959,0.20226516
801754294,3,0.10874191,-9.803963,0.20218445
801754304,3,0.10864361,-9.803962,0.2022624
801754314,3,0.10847384,-9.8039665,0.20213991
801754324,3,0.1083127,-9.803965,0.20231919
801754335,3,0.108248495,-9.803969,0.20213418
801754345,3,0.10804393,-9.803967,0.2022972
801754355,3,0.10811356,-9.803964,0.2024843
801754365,3,0.108029224,-9.803966,0.2024382
801754375,3,0.10774409,-9.803967,0.20246442
801754385,3,0.107790016,-9.8039665,0.20249827
801754395,3,0.10755307,-9.803969,0.20250937
801754405,3,0.10737873,-9.803973,0.2024032
801754415,3,0.107380666,-9.80397,0.20250697
801754425,3,0.10731454,-9.803972,0.20249012
801754435,3,0.10752081,-9.803973,0.20231172
801754445,3,0.10747363,-9.803974,0.2023083
801754455,3,0.107511215,-9.803972,0.20235297
801754465,3,0.107509784,-9.803971,0.2024114
801754475,3,0.10738161,-9.803971,0.20249584
801754485,3,0.10746768,-9.803969,0.2025311
801754495,3,0.10771563,-9.803966,0.20260195
801754506,3,0.10785922,-9.803965,0.2025791
801754516,3,0.10796254,-9.803962,0.20267227
